recno	PGC	NGC	UGC	IC	Dist	e_Dist	logM*	e_logM*	Gamma*	n_Gamma*	logSFR	e_logSFR	n_logSFR	DelMS	Flags	_RA	_DE
10725	57312	"         "	" "	"       "	62.3	0.1	10.02	0.11	0.23	"W4W1    "	0.1	0.2	"WISE4    "		"S"	242.37378	-29.00132
10821	58226	"         "	" "	"       "	60.5	0.1	10.49	0.16	0.5	"W4W1    "	-0.85	0.2	"WISE4    "		"S"	247.03632	-29.09676
10830	58439	"         "	" "	"       "	60.5	0.1	10.62	0.1	0.2	"W4W1    "	0.91	0.2	"WISE4    "		"S"	247.91734	-28.10186
13551	90239	"         "	" "	"       "	64.1	0.1	10.34	0.1	0.2	"W4W1    "	0.92	0.2	"WISE4    "		" "	244.78949	-24.44781
10855	58636	"         "	" "	"       "	59.3	0.11	10.79	0.11	0.5	"W4W1    "	-0.89	0.21	"WISE4    "		"S"	249.42684	-21.44662
7753	41628	"         "	" "	"       "	58.7	0.11	10.22	0.13	0.5	"W4W1    "	-1.57	0.25	"WISE4    "		"S"	188.2125	-58.02317
14152	166264	"         "	" "	"       "	59.3	0.11	9.88	0.11	0.29	"W4W1    "	-0.27	0.2	"WISE4    "		"S"	195.0274	-55.98639
14151	166261	"         "	" "	"       "	58.2	0.11	10.49	0.2	0.5	"W4W1    "	-0.5	0.2	"WISE4    "		"S"	194.8054	-55.88405
14473	404983	"         "	" "	"       "	36.4	0.18	9.42	0.17	0.45	"W4W1    "	-1.32	0.2	"WISE4    "		"S"	193.71454	-55.89943
14154	166290	"         "	" "	"       "	31.1	0.2	9.75	0.14	0.2	"W4W1    "	-0.02	0.2	"WISE4    "		"S"	198.79125	-58.93656
14159	166306	"         "	" "	"       "	68.8	0.09	10.65	0.1	0.5	"W4W1    "	-0.45	0.2	"WISE4    "		"S"	202.93179	-57.88674
14467	388108	"         "	" "	"       "	68.2	0.09	10.64	0.11	0.45	"W4W1    "	-0.12	0.2	"WISE4    "		" "	201.22862	-57.59441
14466	387990	"         "	" "	"       "	69.4	0.09	11.77	0.1	0.5	"W4W1    "	0.47	0.2	"WISE4    "		"S"	199.70625	-57.6025
14468	390083	"         "	" "	"       "	64.1	0.1	10.43	0.22	0.5	"FIXEDUL "			"WISE4    "		"S"	200.03833	-57.43226
9182	48001	"         "	" "	"       "	56.4	0.11	10.66	0.1	0.32	"W4W1    "	0.36	0.2	"WISE4    "		"S"	204.04422	-56.53999
9500	49678	"         "	" "	"       "	60.5	0.12	10.69	0.12	0.5	"W4W1    "	-0.99	0.21	"WISE4    "		"S"	209.47902	-54.01999
13966	141856	"         "	" "	"       "	50.5	0.13	9.65	0.22	0.2	"W4W1    "	-0.1	0.2	"WISE4    "		"S"	208.48657	-53.90429
9441	49438	"         "	" "	"       "	53.4	0.12	10.28	0.12	0.3	"W4W1    "	0.06	0.2	"WISE4    "		"S"	208.63951	-53.31121
9321	48937	"         "	" "	"       "	8.0	0.83	9.04	0.16	0.5	"W4W1    "	-1.98	0.2	"WISE4    "		"S"	206.99203	-53.34756
13486	87378	"         "	" "	"       "	54.6	0.12	10.09	0.1	0.23	"W4W1    "	0.16	0.2	"WISE4    "		"S"	207.87787	-52.92332
14490	436708	"         "	" "	"       "	51.6	0.12	9.65	0.22	0.5	"W4W1    "	-1.49	0.24	"WISE4    "		"S"	208.41292	-52.91833
14495	439827	"         "	" "	"       "	63.5	0.1	9.46	0.19	0.27	"W4W1    "	-0.64	0.2	"WISE4    "		"S"	208.64875	-52.71306
15527	3097233	"         "	" "	"       "	55.2	0.11	9.74	0.21	0.5	"FIXEDUL "			"WISE4    "		"S"	207.78542	-52.81722
9355	49121	"         "	" "	"       "	51.1	0.12	10.5	0.1	0.26	"W4W1    "	0.44	0.2	"WISE4    "		"S"	207.61786	-52.66084
9281	48687	"         "	" "	"       "	52.8	0.12	10.42	0.14	0.29	"W4W1    "	0.24	0.2	"WISE4    "		" "	206.0995	-52.36942
14155	166291	"         "	" "	"       "	49.3	0.13	9.92	0.3	0.5	"FIXEDUL "			"WISE4    "		"S"	198.87548	-55.88784
14153	166289	"         "	" "	"       "	49.9	0.13	10.25	0.1	0.5	"FIXEDUL "			"NUV+WISE4"		"S"	198.70145	-55.3732
14157	166299	"         "	" "	"       "	52.8	0.12	10.63	0.1	0.5	"FIXEDUL "			"NUV+WISE4"		"S"	200.65427	-53.43343
8992	46738	"         "	" "	"       "	48.7	0.13	10.68	0.12	0.5	"W4W1    "	-0.56	0.2	"WISE4    "		"S"	200.71778	-52.74348
14158	166300	"         "	" "	"       "	48.7	0.13	9.87	0.36	0.33	"W4W1    "	-0.44	0.2	"WISE4    "		"S"	200.70448	-52.68885
14156	166292	"         "	" "	"       "	49.3	0.13	10.36	0.1	0.42	"SSFRLIKE"	-0.04	0.2	"NUV+WISE4"	-0.17	"S"	198.93566	-53.19679
8884	46282	"         "	" "	"       "	57.0	0.11	9.6	0.11	0.5	"W4W1    "	-1.37	0.21	"WISE4    "		"S"	199.33083	-52.66361
8867	46216	"         "	" "	"       "	32.9	0.19	9.78	0.15	0.45	"W4W1    "	-0.99	0.2	"WISE4    "		"S"	199.14824	-52.38484
9131	47728	"         "	" "	"       "	17.8	0.36	9.89	0.11	0.42	"W4W1    "	-0.77	0.2	"WISE4    "		"S"	203.33204	-53.35469
14134	166022	"         "	" "	"       "	54.6	0.12	10.49	0.22	0.5	"SSFRLIKE"	-0.27	0.21	"FUV+WISE4"	-0.49	"S"	206.79894	-51.71253
9249	48359	"         "	" "	"       "	51.1	0.12	10.62	0.14	0.31	"W4W1    "	0.39	0.2	"WISE4    "		"S"	205.05344	-51.14229
9254	48384	"         "	" "	"IC4312 "	53.4	0.12	10.98	0.1	0.45	"W4W1    "	0.22	0.2	"WISE4    "		"S"	205.12887	-51.07091
9248	48352	"         "	" "	"IC4311 "	57.0	0.11	10.09	0.14	0.2	"W4W1    "	0.54	0.2	"WISE4    "		"S"	205.03307	-51.03616
14133	166021	"         "	" "	"       "	44.0	0.14	9.41	0.15	0.2	"W4W1    "	-0.36	0.2	"WISE4    "		"S"	206.70689	-50.42944
9287	48739	"         "	" "	"       "	51.1	0.12	10.04	0.19	0.42	"SSFRLIKE"	-0.38	0.2	"FUV+WISE4"	-0.29	"S"	206.24443	-49.98109
9141	47778	"         "	" "	"       "	55.2	0.11	10.17	0.12	0.29	"W4W1    "	-0.01	0.2	"WISE4    "		"S"	203.4867	-50.49067
9199	48091	"         "	" "	"       "	51.1	0.12	10.08	0.19	0.31	"SSFRLIKE"	0.09	0.2	"FUV+WISE4"	0.14	"S"	204.27371	-49.99603
9194	48066	"         "	" "	"       "	51.1	0.12	9.79	0.13	0.28	"SSFRLIKE"	-0.05	0.2	"FUV+WISE4"	0.2	"S"	204.20743	-49.98347
9209	48129	"NGC5234  "	" "	"       "	51.1	0.12	10.6	0.1	0.39	"SSFRLIKE"	0.31	0.2	"FUV+WISE4"	0.03	"S"	204.37474	-49.83697
9203	48106	"         "	" "	"       "	38.0	0.12	10.45	0.15	0.49	"SSFRLIKE"	-0.22	0.2	"FUV+WISE4"	-0.41	"S"	204.32788	-49.74884
9265	48509	"         "	" "	"       "	17.8	0.36	8.73	0.31	0.28	"SSFRLIKE"	-1.13	0.2	"FUV+WISE4"	-0.18	"S"	205.50153	-48.31043
14464	382027	"         "	" "	"       "	64.1	0.1	9.95	0.15	0.2	"W4W1    "	0.39	0.2	"WISE4    "		"S"	185.77791	-58.11324
14471	398368	"         "	" "	"       "	51.6	0.12	10.04	0.11	0.5	"SSFRLIKE"	-0.65	0.21	"NUV+WISE4"	-0.56	"S"	185.2046	-56.65083
14482	418456	"         "	" "	"       "	51.1	0.12	9.82	0.24	0.5	"SSFRLIKE"	-1.35	0.32	"NUV+WISE4"		"S"	192.63625	-54.54028
8241	43637	"         "	" "	"       "	51.1	0.12	9.61	0.17	0.45	"W4W1    "	-1.16	0.2	"WISE4    "		"S"	193.05139	-53.49379
14150	166245	"         "	" "	"       "	59.3	0.11	9.99	0.1	0.34	"SSFRLIKE"	-0.11	0.2	"NUV+WISE4"	0.0	"S"	189.0449	-55.00983
7709	41392	"         "	" "	"       "	22.4	0.29	9.19	0.1	0.24	"SSFRLIKE"	-0.51	0.2	"NUV+WISE4"	0.13	"S"	187.75755	-55.13754
8084	43176	"         "	" "	"       "	24.0	0.12	9.26	0.11	0.25	"SSFRLIKE"	-0.46	0.2	"FUV+WISE4"	0.13	"S"	191.88899	-53.94806
13547	90170	"         "	" "	"       "	24.0	0.12	9.4	0.1	0.2	"W4W1    "	-0.34	0.2	"WISE4    "		"S"	191.90519	-53.55007
14494	439700	"         "	" "	"       "	51.1	0.12	9.73	0.14	0.5	"W4W1    "	-1.41	0.21	"WISE4    "		"S"	192.92125	-52.71944
13485	87369	"         "	" "	"       "	57.6	0.11	9.8	0.14	0.4	"W4W1    "	-0.8	0.2	"WISE4    "		"S"	193.00445	-52.33723
14480	413538	"         "	" "	"       "	64.7	0.1	10.52	0.1	0.5	"SSFRLIKE"	-1.49	0.23	"NUV+WISE4"		"S"	185.5412	-55.02226
7091	38208	"         "	" "	"       "	62.9	0.1	10.01	0.11	0.34	"W4W1    "	-0.35	0.2	"WISE4    "		"S"	181.12616	-54.09269
7431	39901	"         "	" "	"       "	59.9	0.11	10.99	0.1	0.5	"W4W1    "	-1.37	0.22	"WISE4    "		" "	185.2861	-52.58607
14493	439473	"         "	" "	"       "	57.6	0.11	9.87	0.1	0.43	"SSFRLIKE"	-0.56	0.2	"FUV+WISE4"	-0.37	"S"	190.5361	-52.73431
7874	42291	"         "	" "	"       "	50.5	0.13	9.36	0.11	0.41	"W4W1    "	-1.25	0.2	"WISE4    "		"S"	189.73492	-51.96205
7987	42783	"         "	" "	"       "	25.3	0.25	8.61	0.11	0.31	"W4W1    "	-1.65	0.2	"WISE4    "		"S"	190.80208	-52.79722
7725	41503	"         "	" "	"       "	33.0	0.12	9.16	0.47	0.2	"W4W1    "	-0.4	0.2	"WISE4    "		"S"	187.97366	-51.74775
8729	45634	"         "	" "	"IC4200 "	54.0	0.12	11.07	0.11	0.5	"SSFRLIKE"	-0.41	0.22	"NUV+WISE4"		" "	197.39492	-51.96865
14506	450185	"         "	" "	"       "	51.1	0.13	9.78	0.39	0.5	"FIXEDUL "			"NUV+WISE4"		"S"	197.16064	-51.98786
8818	45985	"         "	" "	"       "	53.4	0.12	10.18	0.1	0.43	"W4W1    "	-0.5	0.2	"WISE4    "		"S"	198.45838	-52.13708
8749	45709	"         "	" "	"       "	70.0	0.09	10.44	0.1	0.35	"W4W1    "	0.05	0.2	"WISE4    "		" "	197.608	-51.62279
8541	44843	"         "	" "	"       "	56.4	0.11	10.04	0.36	0.46	"W4W1    "	-0.77	0.21	"WISE4    "		" "	195.23686	-51.61057
14509	457110	"         "	" "	"       "	61.7	0.1	10.06	0.1	0.5	"W4W1    "	-1.04	0.2	"WISE4    "		" "	194.59146	-51.36821
8651	45330	"         "	" "	"       "	48.7	0.13	9.97	0.23	0.29	"W4W1    "	-0.21	0.2	"WISE4    "		"S"	196.50005	-50.30644
8580	44992	"         "	" "	"       "	14.4	0.12	9.63	0.13	0.34	"W4W1    "	-0.75	0.2	"WISE4    "		"S"	195.58808	-50.33405
8721	45600	"         "	" "	"       "	17.8	0.36	8.97	0.13	0.42	"W4W1    "	-1.69	0.2	"WISE4    "		"S"	197.30292	-51.01306
8860	46167	"         "	" "	"       "	53.4	0.12	9.82	0.18	0.44	"W4W1    "	-0.91	0.2	"WISE4    "		"S"	199.006	-50.27238
8707	45562	"NGC4976  "	" "	"       "	14.4	0.12	10.76	0.1	0.5	"W4W1    "	-1.21	0.2	"WISE4    "		"S"	197.15636	-49.50641
8823	45999	"         "	" "	"       "	48.1	0.13	10.92	0.1	0.37	"W4W1    "	0.46	0.2	"WISE4    "		"S"	198.49185	-49.47864
8817	45977	"         "	" "	"       "	16.1	0.4	8.95	0.12	0.44	"W4W1    "	-1.78	0.23	"WISE4    "		"S"	198.44125	-49.45472
9067	47283	"NGC5156  "	" "	"       "	37.0	0.12	10.64	0.11	0.3	"W4W1    "	0.41	0.2	"WISE4    "		"S"	202.18369	-48.91679
9044	47107	"         "	" "	"       "	41.1	0.15	9.88	0.11	0.5	"W4W1    "	-1.06	0.2	"WISE4    "		"S"	201.75583	-48.7175
9243	48319	"         "	" "	"       "	39.3	0.16	9.74	0.1	0.34	"SSFRLIKE"	-0.36	0.2	"FUV+WISE4"	-0.07	" "	204.94134	-48.29922
9257	48390	"NGC5266A "	" "	"       "	38.0	0.12	10.19	0.11	0.28	"SSFRLIKE"	0.33	0.2	"FUV+WISE4"	0.32	"S"	205.1545	-48.34199
9041	47092	"         "	" "	"       "	41.1	0.15	10.31	0.24	0.5	"W4W1    "	-0.7	0.23	"WISE4    "		" "	201.72429	-48.16237
9028	47003	"         "	" "	"       "	37.0	0.12	10.3	0.12	0.39	"W4W1    "	-0.26	0.2	"WISE4    "		"S"	201.52345	-48.23592
8892	46340	"         "	" "	"       "	42.8	0.15	9.26	0.14	0.37	"W4W1    "	-1.21	0.2	"WISE4    "		"S"	199.56	-48.29667
8911	46409	"NGC5064  "	" "	"       "	34.0	0.12	10.93	0.1	0.47	"W4W1    "	0.11	0.2	"WISE4    "		"S"	199.74978	-47.90866
8942	46520	"         "	" "	"       "	41.6	0.15	9.22	0.23	0.3	"SSFRLIKE"	-0.71	0.2	"FUV+WISE4"	-0.08	" "	200.06	-47.68028
9204	48107	"         "	" "	"       "	20.1	0.32	8.85	0.11	0.5	"W4W1    "	-2.57	0.25	"WISE4    "		"S"	204.32875	-46.21444
9075	47340	"         "	" "	"       "	65.3	0.1	10.35	0.1	0.33	"SSFRLIKE"	0.27	0.2	"NUV+WISE4"	0.15	"S"	202.34522	-47.09435
9149	47847	"         "	" "	"       "	3.7	0.12	9.48	0.1	0.5	"W4W1    "	-1.75	0.2	"WISE4    "		"S"	203.69708	-45.5475
8412	44180	"         "	" "	"IC3896 "	28.0	0.12	10.93	0.1	0.5	"W4W1    "	-0.85	0.2	"WISE4    "		"S"	194.18001	-50.34689
8666	45380	"NGC4945A "	" "	"       "	19.0	0.34	10.85	0.1	0.5	"W4W1    "	-0.87	0.2	"WISE4    "		"S"	196.64042	-49.69056
8638	45279	"NGC4945  "	" "	"       "	3.4	0.04	10.14	0.1	0.24	"W4W1    "	0.16	0.2	"WISE4    "		"A,S"	196.36366	-49.4679
8582	44996	"         "	" "	"       "	24.2	0.27	10.02	0.1	0.37	"W4W1    "	-0.45	0.2	"WISE4    "		"G,A,S"	195.595	-49.47806
8583	45001	"         "	" "	"       "	25.3	0.25	9.86	0.15	0.32	"W4W1    "	-0.42	0.2	"WISE4    "		"G,A,S"	195.59817	-49.47321
8378	44040	"         "	" "	"IC3896A"	28.0	0.12	10.37	0.1	0.43	"W4W1    "	-0.34	0.2	"WISE4    "		"S"	193.87761	-50.07144
8446	44336	"         "	" "	"       "	61.7	0.1	11.06	0.1	0.46	"W4W1    "	0.28	0.2	"WISE4    "		"S"	194.4006	-49.75124
8375	44026	"         "	" "	"       "	27.6	0.23	10.04	0.1	0.5	"W4W1    "	-1.89	0.21	"WISE4    "		"S"	193.84078	-49.54973
8728	45633	"         "	" "	"       "	49.9	0.13	9.77	0.31	0.37	"W4W1    "	-0.71	0.2	"WISE4    "		"S"	197.38765	-48.24425
8843	46085	"         "	" "	"       "	50.5	0.13	10.18	0.1	0.46	"W4W1    "	-0.61	0.2	"WISE4    "		"S"	198.7725	-47.1325
8499	44670	"         "	" "	"       "	49.3	0.13	9.01	0.17	0.44	"W4W1    "	-1.72	0.22	"WISE4    "		" "	194.96042	-48.25944
8296	43791	"NGC4785  "	" "	"       "	51.1	0.12	10.85	0.1	0.3	"W4W1    "	0.65	0.2	"WISE4    "		"S"	193.36392	-48.74923
8643	45295	"         "	" "	"       "	48.7	0.13	8.93	0.68	0.24	"SSFRLIKE"	-0.78	0.2	"FUV+WISE4"	0.04	"S"	196.4025	-47.20417
8742	45683	"         "	" "	"       "	37.0	0.12	10.78	0.11	0.47	"SSFRLIKE"	0.21	0.2	"FUV+WISE4"	-0.2	"S"	197.51851	-46.43735
8761	45754	"         "	" "	"       "	37.0	0.12	9.91	0.1	0.24	"SSFRLIKE"	0.22	0.2	"FUV+WISE4"	0.4	"S"	197.74527	-46.22388
8937	46502	"         "	" "	"       "	34.0	0.12	10.41	0.11	0.31	"SSFRLIKE"	0.41	0.2	"FUV+WISE4"	0.25	"S"	199.99556	-47.28187
8963	46583	"         "	" "	"       "	29.6	0.12	10.37	0.14	0.5	"SSFRLIKE"	-1.19	0.25	"FUV+WISE4"		"A,S"	200.21097	-47.21829
8915	46418	"         "	" "	"       "	43.4	0.15	9.68	0.11	0.4	"SSFRLIKE"	-0.64	0.2	"FUV+WISE4"	-0.32	"S"	199.76125	-47.32583
8913	46414	"         "	" "	"       "	41.7	0.12	10.68	0.1	0.5	"SSFRLIKE"	-0.57	0.2	"FUV+WISE4"		" "	199.75393	-47.25777
8914	46417	"         "	" "	"       "	43.4	0.15	9.93	0.11	0.31	"SSFRLIKE"	-0.08	0.2	"FUV+WISE4"	0.08	"S"	199.75789	-47.03421
8888	46310	"         "	" "	"       "	49.9	0.13	9.04	0.12	0.33	"W4W1    "	-1.28	0.2	"WISE4    "		" "	199.45833	-46.83472
8864	46191	"         "	" "	"       "	46.3	0.14	8.93	0.75	0.24	"SSFRLIKE"	-0.75	0.2	"NUV+WISE4"	0.07	"S"	199.08	-46.49861
8977	46648	"         "	" "	"       "	65.3	0.1	10.49	0.1	0.37	"SSFRLIKE"	0.28	0.2	"NUV+WISE4"	0.07	" "	200.40957	-45.93195
8984	46673	"         "	" "	"       "	37.0	0.12	10.09	0.11	0.4	"SSFRLIKE"	-0.23	0.2	"FUV+WISE4"	-0.18	"S"	200.49023	-45.93748
8828	46029	"         "	" "	"       "	37.0	0.12	10.73	0.1	0.5	"SSFRLIKE"	-0.32	0.2	"NUV+WISE4"		"G"	198.58422	-46.12485
8829	46030	"         "	" "	"       "	43.4	0.15	11.34	0.1	0.5	"SSFRLIKE"	0.28	0.2	"NUV+WISE4"		"G,S"	198.5988	-46.11152
8868	46223	"         "	" "	"       "	42.8	0.15	9.34	0.11	0.3	"SSFRLIKE"	-0.62	0.2	"NUV+WISE4"	-0.08	"S"	199.16003	-45.89484
8946	46528	"NGC5090B "	" "	"       "	60.5	0.1	10.79	0.1	0.4	"W4W1    "	0.19	0.2	"WISE4    "		"S"	200.0731	-43.86475
8970	46622	"         "	" "	"       "	37.0	0.17	9.82	0.1	0.5	"FIXEDUL "			"WISE4    "		"S"	200.31175	-43.762
8971	46626	"NGC5091  "	" "	"       "	49.9	0.13	11.03	0.1	0.5	"W4W1    "	-1.05	0.2	"WISE4    "		"G"	200.32735	-43.72344
8969	46618	"NGC5090  "	" "	"       "	44.1	0.12	11.42	0.1	0.5	"W4W1    "	-0.87	0.21	"WISE4    "		"G,S"	200.30352	-43.70468
8958	46566	"NGC5082  "	" "	"       "	55.2	0.12	10.92	0.1	0.5	"W4W1    "	-0.5	0.2	"WISE4    "		" "	200.16679	-43.69993
9062	47262	"         "	" "	"       "	54.0	0.12	10.64	0.18	0.5	"SSFRLIKE"	-1.39	0.24	"FUV+WISE4"		" "	202.11372	-44.17195
14076	159073	"         "	" "	"       "	42.8	0.15	9.93	0.1	0.5	"SSFRLIKE"	-1.71	0.21	"FUV+WISE4"		" "	201.7511	-43.99644
8999	46771	"         "	" "	"       "	54.6	0.12	10.2	0.14	0.2	"W4W1    "	0.63	0.2	"WISE4    "		"S"	200.81553	-43.54399
9025	46957	"NGC5128  "	" "	"       "	3.6	0.04	10.92	0.1	0.5	"SSFRLIKE"	0.04	0.2	"FUV+WISE4"	-0.46	"A,S"	201.36502	-43.0193
9072	47309	"         "	" "	"       "	30.0	0.21	10.47	0.11	0.5	"SSFRLIKE"	-0.53	0.2	"FUV+WISE4"	-0.72	"S"	202.2651	-41.99623
15426	3079532	"         "	" "	"       "	65.3	0.1	9.84	0.12	0.37	"SSFRLIKE"	-0.4	0.2	"NUV+WISE4"	-0.18	"S"	210.13788	-53.73352
9571	49996	"         "	" "	"       "	52.8	0.12	10.3	0.1	0.27	"SSFRLIKE"	0.5	0.2	"NUV+WISE4"	0.41	"S"	210.55711	-53.54082
14164	166323	"         "	" "	"       "	51.6	0.13	10.46	0.11	0.5	"W4W1    "	-1.01	0.2	"WISE4    "		"S"	211.14218	-52.69737
9493	49655	"         "	" "	"       "	56.4	0.11	10.35	0.13	0.2	"W4W1    "	0.58	0.2	"WISE4    "		"S"	209.39519	-52.77176
15402	3075596	"         "	" "	"       "	54.6	0.12	9.98	0.36	0.5	"W4W1    "	-1.0	0.2	"WISE4    "		"S"	209.48917	-52.78667
14138	166028	"         "	" "	"       "	56.4	0.11	9.33	0.11	0.2	"W4W1    "	-0.21	0.2	"WISE4    "		" "	209.74875	-52.30861
13967	141857	"         "	" "	"       "	42.8	0.15	9.96	0.1	0.29	"SSFRLIKE"	0.06	0.2	"NUV+WISE4"	0.2	"S"	212.63996	-52.31731
9690	50618	"         "	" "	"       "	42.8	0.15	10.06	0.1	0.38	"SSFRLIKE"	-0.19	0.2	"NUV+WISE4"	-0.12	"S"	212.67142	-52.18416
14505	448694	"         "	" "	"       "	58.7	0.11	10.52	0.1	0.5	"SSFRLIKE"	-0.2	0.2	"NUV+WISE4"	-0.43	"S"	212.65439	-52.10164
9668	50496	"         "	" "	"       "	63.5	0.1	10.2	0.1	0.35	"W4W1    "	-0.21	0.2	"WISE4    "		"S"	212.25939	-51.16884
14511	463082	"         "	" "	"       "	48.7	0.13	9.65	0.15	0.27	"SSFRLIKE"	-0.17	0.2	"FUV+WISE4"	0.17	"S"	210.8725	-50.7775
9700	50706	"         "	" "	"       "	37.0	0.12	10.44	0.1	0.24	"SSFRLIKE"	0.76	0.2	"FUV+WISE4"	0.58	"S"	213.03817	-49.3896
9661	50467	"         "	" "	"       "	45.2	0.14	10.61	0.11	0.5	"SSFRLIKE"	-0.56	0.2	"FUV+WISE4"		" "	212.14596	-49.23423
9653	50388	"         "	" "	"       "	41.1	0.15	9.96	0.14	0.33	"W4W1    "	-0.38	0.2	"WISE4    "		"S"	211.89542	-48.39528
14137	166026	"         "	" "	"       "	64.1	0.1	10.45	0.19	0.5	"SSFRLIKE"	-1.39	0.22	"FUV+WISE4"		" "	213.62856	-48.44833
14527	489693	"         "	" "	"       "	70.0	0.09	9.98	0.27	0.5	"FIXEDUL "			"FUV+WISE4"		"S"	214.14462	-48.23164
9742	50966	"         "	" "	"       "	57.5	0.11	10.37	0.15	0.5	"SSFRLIKE"	-2.16	0.38	"FUV+WISE4"		" "	214.01895	-48.12731
9739	50960	"NGC5516  "	" "	"       "	61.7	0.1	11.41	0.1	0.5	"FIXEDUL "			"FUV+WISE4"		"S"	213.97793	-48.11484
9766	51087	"         "	" "	"       "	62.9	0.1	11.12	0.11	0.5	"SSFRLIKE"	-0.85	0.5	"FUV+WISE4"		"S"	214.54399	-48.01003
9674	50539	"         "	" "	"       "	62.3	0.1	9.68	0.16	0.41	"W4W1    "	-0.93	0.2	"WISE4    "		"S"	212.4375	-48.33028
9731	50935	"         "	" "	"       "	65.3	0.1	10.39	0.1	0.5	"SSFRLIKE"	-0.5	0.2	"FUV+WISE4"	-0.65	"S"	213.86301	-47.84591
9738	50955	"         "	" "	"       "	69.4	0.09	10.7	0.12	0.42	"W4W1    "	0.05	0.2	"WISE4    "		"S"	213.94022	-47.6409
14531	497537	"         "	" "	"       "	69.4	0.1	10.07	0.12	0.5	"SSFRLIKE"	-1.13	0.21	"FUV+WISE4"		"S"	213.83625	-47.67611
9764	51083	"         "	" "	"       "	58.2	0.11	9.89	0.11	0.47	"W4W1    "	-0.94	0.2	"WISE4    "		"S"	214.53042	-47.32361
9803	51288	"         "	" "	"IC4402 "	17.0	0.12	10.06	0.11	0.25	"W4W1    "	0.05	0.2	"WISE4    "		"S"	215.30455	-46.2979
9426	49371	"         "	" "	"       "	38.7	0.16	9.6	0.55	0.5	"FIXEDUL "			"WISE4    "		"S"	208.41167	-49.0975
9391	49262	"         "	" "	"       "	43.4	0.15	9.11	0.12	0.35	"W4W1    "	-1.3	0.2	"WISE4    "		"S"	208.06384	-49.23991
9438	49424	"NGC5333  "	" "	"       "	30.1	0.12	10.69	0.11	0.5	"W4W1    "	-1.35	0.29	"WISE4    "		"S"	208.60092	-48.51248
14136	166025	"         "	" "	"       "	38.7	0.16	10.12	0.15	0.5	"FIXEDUL "			"WISE4    "		" "	211.28938	-48.58924
9515	49737	"         "	" "	"       "	30.1	0.12	9.75	0.17	0.25	"W4W1    "	-0.27	0.2	"WISE4    "		"S"	209.64171	-48.525
9509	49722	"         "	" "	"       "	38.7	0.16	10.81	0.11	0.5	"W4W1    "	-0.84	0.21	"WISE4    "		"S"	209.59614	-48.47597
9534	49836	"         "	" "	"       "	30.1	0.12	9.76	0.1	0.22	"W4W1    "	-0.11	0.2	"WISE4    "		"S"	210.04864	-48.27003
9480	49591	"         "	" "	"       "	39.9	0.16	9.53	0.16	0.36	"W4W1    "	-0.91	0.2	"WISE4    "		"S"	209.1876	-48.49725
9351	49106	"         "	" "	"       "	42.8	0.15	10.11	0.19	0.37	"SSFRLIKE"	-0.12	0.2	"FUV+WISE4"	-0.09	"S"	207.5775	-48.90472
14135	166023	"         "	" "	"       "	54.0	0.12	10.39	0.12	0.5	"SSFRLIKE"	-1.63	0.22	"FUV+WISE4"		"S"	207.36889	-48.8652
14517	483765	"         "	" "	"       "	54.6	0.12	9.81	0.32	0.36	"SSFRLIKE"	-0.39	0.2	"FUV+WISE4"	-0.15	"S"	207.42817	-48.78262
9346	49071	"         "	" "	"       "	38.0	0.12	9.8	0.21	0.31	"SSFRLIKE"	-0.2	0.2	"FUV+WISE4"	0.04	" "	207.4442	-48.75263
9340	49034	"         "	" "	"       "	38.0	0.12	9.62	0.29	0.35	"SSFRLIKE"	-0.53	0.2	"FUV+WISE4"	-0.17	"S"	207.28917	-48.63083
9348	49076	"         "	" "	"       "	41.6	0.15	9.87	0.11	0.37	"SSFRLIKE"	-0.34	0.2	"FUV+WISE4"	-0.15	"S"	207.46708	-48.57778
9353	49115	"         "	" "	"       "	59.9	0.11	10.74	0.17	0.35	"W4W1    "	0.33	0.2	"WISE4    "		"S"	207.59314	-48.37705
9354	49119	"         "	" "	"       "	38.0	0.12	9.82	0.21	0.2	"W4W1    "	0.64	0.2	"WISE4    "		"S"	207.61517	-48.27739
9387	49242	"         "	" "	"       "	30.1	0.12	10.18	0.11	0.33	"W4W1    "	-0.13	0.2	"WISE4    "		"S"	208.02907	-48.17048
9373	49198	"         "	" "	"       "	38.0	0.12	9.81	0.15	0.29	"W4W1    "	-0.35	0.2	"WISE4    "		"S"	207.8854	-48.08353
9375	49205	"         "	" "	"       "	36.0	0.12	10.5	0.11	0.5	"W4W1    "	-0.6	0.2	"WISE4    "		"S"	207.89701	-48.0266
9273	48593	"NGC5266  "	" "	"       "	38.0	0.12	11.24	0.1	0.5	"SSFRLIKE"	-0.22	0.2	"FUV+WISE4"		"S"	205.75869	-48.16944
9492	49653	"         "	" "	"       "	19.0	0.34	9.04	0.1	0.47	"W4W1    "	-1.8	0.2	"WISE4    "		"S"	209.39	-47.2775
9549	49884	"         "	" "	"       "	11.8	0.12	9.24	0.12	0.3	"W4W1    "	-0.98	0.2	"WISE4    "		"S"	210.19336	-45.4185
9660	50448	"         "	" "	"       "	19.0	0.34	10.66	0.1	0.5	"W4W1    "	-1.69	0.34	"WISE4    "		"S"	212.09874	-47.97061
