galaxy,source,R_m,R_kpc,g_dm,sigma_gdm,rho_dm,sigma_rho_dm,M_dm_enc,cs2,sigma_cs2,xi_eff,X_TF,g_star,log_gbar,env_dense,logMh,sigma_log_gobs,T
UGC12632,SPARC,7.481448434e+19,2.424319,4.1907573144106445e-11,5.646983153956492e-12,1.0370935950733386e-21,1.6608783339486604e-22,3.5146143926510465e+39,1628405991.819945,223309289.47068387,4.421211792460777e+19,1.692171464564909,3.683166670723096e-11,-11.071191,field,10.0,0.048664,9.0
UGC12632,SPARC,8.728359078e+19,2.828373,3.864176831916425e-11,5.321853718765433e-12,7.6997982460698935e-22,1.1806959415313385e-22,4.4109892461325186e+39,1792533246.633001,347001046.71925545,4.953024516115417e+19,1.7622281193240532,3.619067987248442e-11,-11.09705,field,10.0,0.049556,9.0
UGC12632,SPARC,9.992829062e+19,3.238117,3.56209991514775e-11,5.008309453248937e-12,5.978042511539709e-22,5.2586515166274474e-23,5.329626951356059e+39,1887657248.089882,562081378.456677,5.444410763445874e+19,1.835428937341117,3.467147006547953e-11,-11.135701,field,10.0,0.050657,9.0
UGC12632,SPARC,1.123973662e+20,3.64217,3.3167410926847467e-11,4.258561149517694e-12,4.896975095091368e-22,7.857101506659487e-24,6.278236020362012e+39,2018562901.8175223,401838697.8446043,5.9090994237627605e+19,1.902106533323961,3.4160246038509776e-11,-11.125305,field,10.0,0.045485,9.0
UGC12632,SPARC,1.2486644178000001e+20,4.046223,3.128957150306414e-11,3.225721014300904e-12,3.8917875690285246e-22,5.2891742293127416e-24,7.309789751330677e+39,2599404860.9172025,499548927.42375576,6.3760970820963385e+19,1.958352267417897,4.076796239844215e-11,-11.150932,field,10.0,0.036526,9.0
UGC12632,SPARC,1.3733551735999999e+20,4.450276,2.899770118966321e-11,2.856618008913029e-12,3.5462141224872705e-22,2.882067398198973e-23,8.194889534970959e+39,2824064598.2541304,889535691.999983,6.751092057116647e+19,2.0342711401072973,4.1831226331407375e-11,-11.155441,field,10.0,0.034472,9.0
UGC12632,SPARC,1.4962899954e+20,4.848639,2.7522939363032235e-11,2.7965663245324543e-12,3.1798465348607853e-22,3.2850804992056356e-23,9.232943017879011e+39,1741565897.7641606,188961446.53324434,7.165929906004553e+19,2.0880611658595942,2.4303417987731766e-11,-11.183689,field,10.0,0.035644,9.0
UGC12632,SPARC,1.6244932364e+20,5.264074,2.6850078970734463e-11,2.70388544146902e-12,2.3791387641704076e-22,1.9403496170952494e-23,1.061683774179481e+40,1199507953.5140393,141394575.49733156,7.68422491692876e+19,2.1140625814077283,1.5610005777830098e-11,-11.212027,field,10.0,0.035598,9.0
UGC12632,SPARC,1.7474277495999998e+20,5.662436,2.460762864770539e-11,2.3480428394182316e-12,1.6774139723418453e-22,9.662204889777062e-24,1.125853852413459e+40,954247079.3116663,117025862.25686471,7.913042298955686e+19,2.2082881445365388,1.205916818412056e-11,-11.229766,field,10.0,0.033435,9.0
UGC12632,SPARC,1.8721185054e+20,6.066489,2.2940021556415265e-11,2.1789954436932524e-12,1.287188044215903e-22,5.0923885655855526e-24,1.2046871883373029e+40,826428678.5264863,107176691.43507534,8.18539466313993e+19,2.2871450705125222,1.0096381573976141e-11,-11.251355,field,10.0,0.033151,9.0
UGC12732,SPARC,1.894242348e+19,0.613818,4.4318171761059826e-11,1.198947415893358e-11,1.0313700723170713e-20,2.4346413290679413e-21,2.3826854736355245e+38,829646799.4702702,228720384.64031306,1.1511603874295525e+19,1.6455068891222786,7.20704784954253e-11,-10.758579,field,11.0,0.084319,9.0
UGC12732,SPARC,3.788484696e+19,1.227636,4.694704803766446e-11,1.2021750236895271e-11,3.0066129773729914e-21,5.783993128717745e-22,1.0096088800097852e+39,1019126606.4712658,267515819.05930793,2.3696219222317064e+19,1.5987717958112113,4.3007983548339806e-11,-10.751157,field,11.0,0.080717,9.0
UGC12732,SPARC,5.68273013e+19,1.841455,4.835296718415312e-11,9.23458356357828e-12,1.735096778855199e-21,2.343798076548306e-22,2.3396505262129506e+39,1672044507.649701,348550928.8526613,3.6072643849997595e+19,1.5753572578796102,4.635214747781268e-11,-10.829972,field,11.0,0.063513,9.0
UGC12732,SPARC,7.576972478e+19,2.455273,4.314926762509378e-11,7.429688923079532e-12,1.1861081098579907e-21,1.1284310416283692e-22,3.711749391464564e+39,2395245895.5153213,482631674.05781126,4.543513273396343e+19,1.6676461632379258,5.271792446475764e-11,-10.88163,field,11.0,0.05733,9.0
UGC12732,SPARC,9.471214825999999e+19,3.069091,4.081668373312291e-11,5.645686086865375e-12,8.4215274582147705e-22,5.555148470820117e-23,5.48608950484429e+39,2603216796.1633263,396351638.0908289,5.523748829322557e+19,1.7146353171821476,4.712771844990985e-11,-10.973517,field,11.0,0.04766,9.0
UGC12732,SPARC,1.1365457174e+20,3.682909,3.8629908016412063e-11,4.480878865684425e-12,6.456990763767343e-22,3.637589394382105e-23,7.476723005885477e+39,2807438597.7426443,325775894.84001505,6.4484913830858965e+19,1.7624986215862959,4.353636270812782e-11,-11.031716,field,11.0,0.040605,9.0
UGC12732,SPARC,1.3259699522e+20,4.296727,3.515628574297521e-11,3.724230183581906e-12,5.08509988644097e-22,3.274666634370649e-23,9.261560085714066e+39,2724926780.8064795,363322266.5109424,7.177026543774685e+19,1.8475199222303829,3.7967349907184985e-11,-11.063584,field,11.0,0.036932,9.0
UGC12732,SPARC,1.515394187e+20,4.910545,3.440474778081787e-11,3.338981546794191e-12,3.936034242621478e-22,3.619798044561155e-23,1.1838138319032651e+40,2834940437.368823,478494707.8709598,8.114171509424315e+19,1.867589544095691,3.493813797349665e-11,-11.148945,field,11.0,0.034941,9.0
UGC12732,SPARC,1.7048187304000002e+20,5.524364,3.1433821591464444e-11,3.118474787313241e-12,3.189378971342347e-22,4.198670048236465e-23,1.3688863661602066e+40,3192957349.6672525,413118617.6780637,8.725416708173703e+19,1.9538536524026162,3.659375198294184e-11,-11.194324,field,11.0,0.035804,9.0
UGC12732,SPARC,1.8942429651999998e+20,6.138182,2.965033089724228e-11,3.1911258305659065e-12,2.696373989543351e-22,3.6046504955188407e-23,1.5940968669977312e+40,3864588492.528402,661178604.0477165,9.415856524299343e+19,2.011758527024662,4.1043408876878306e-11,-11.239307,field,11.0,0.039134,9.0
UGC12732,SPARC,2.0915599535999998e+20,6.777576,2.8460517303935198e-11,3.1248627331469762e-12,2.4395789739533506e-22,2.0237693866021724e-23,1.8655084614020886e+40,5408167581.235879,2202999326.8579926,1.0185939439327437e+20,2.053379529751163,5.309444075776846e-11,-11.277505,field,11.0,0.040224,9.0
UGC12732,SPARC,2.269145058e+20,7.35303,2.7112627138574006e-11,2.7691874901334054e-12,2.1312595112311775e-22,1.0081449213394344e-23,2.091750678067284e+40,23637163501.630283,28936120009.81035,1.0785926024771453e+20,2.103801799482564,2.191482070926881e-10,-11.285523,field,11.0,0.03724,9.0
UGC12732,SPARC,2.8413644478000002e+20,9.207273,2.6728301664541956e-11,2.137868686962852e-12,2.292685559428616e-22,1.0929846802709425e-23,3.233248212486348e+40,8503065077.918045,892353843.1532066,1.3409790754685513e+20,2.1188730680284475,6.340937926229005e-11,-11.269787,field,11.0,0.028923,9.0
UGC12732,SPARC,3.0386814362e+20,9.846667,2.6335857241918433e-11,2.051363991366651e-12,2.1421495230508266e-22,1.0489467356433204e-23,3.64360762640192e+40,5581158069.605981,553016681.1229985,1.4235354256980053e+20,2.134601908280601,3.920631667363922e-11,-11.277941,field,11.0,0.028185,9.0
UGC3371,deBlok2002,1.7281600000000002e+19,0.56,3.5167276903659437e-12,1.0878793383928673e-11,2.0249177156719626e-21,6.874317108821652e-21,1.5736945333475515e+37,114189505.73857331,472039601.40172714,2.958439526107409e+18,5.841457919790035,3.859788403003765e-11,-11.722462,field,11.0,0.87308,
UGC3371,deBlok2002,2.86998e+19,0.93,8.035729620889016e-12,8.07261707530892e-12,1.2404008184691327e-21,2.714409047711895e-21,9.91737770688561e+37,296688079.9516969,991506920.7251126,7.426785914049818e+18,3.864363444987205,3.99483818956501e-11,-11.954886,field,11.0,0.383359,
UGC3371,deBlok2002,3.8575e+19,1.25,1.2078952733915382e-11,2.6401403962627595e-11,1.0721392689414088e-21,1.939859431649346e-21,2.6931153110568722e+38,793998242.6161002,4747657253.159254,1.2238549609735068e+19,3.151925777979099,6.487682510879556e-11,-12.731205,field,11.0,0.934881,
UGC3371,deBlok2002,4.87588e+19,1.58,1.5020962428828285e-11,2.7835784571142244e-11,1.0478207309009696e-21,5.677885137438875e-22,5.3507859111851195e+38,2480295032.762575,25815653886.108654,1.7250880453677693e+19,2.82645283705535,1.437778807535475e-10,-12.492393,field,11.0,0.787923,
UGC3371,deBlok2002,5.92512e+19,1.92,1.6489116882953575e-11,2.0802430053791448e-11,9.055744685633846e-22,1.0370193211055665e-22,8.673721930413366e+38,1745358952.679814,4667053928.834325,2.1963685969416806e+19,2.6976892713957006,7.94656668789623e-11,-11.891291,field,11.0,0.508305,
UGC3371,deBlok2002,7.46812e+19,2.42,1.9022475958361813e-11,7.479875204013977e-12,8.525224321510907e-22,4.8629005486961435e-22,1.5896569641163518e+39,3792584342.109375,11432646583.38994,2.9734058163594895e+19,2.511638323605503,1.275501756686833e-10,-11.755602,field,11.0,0.156342,
UGC3371,deBlok2002,1.583118e+20,5.13,2.3596126252267463e-11,2.3543040105076482e-11,1.4741234360759575e-21,3.5112593797706624e-22,8.860966253571331e+39,208307482.76387084,207854288.05155778,7.020095487024794e+19,2.2551231716521074,2.967302697646841e-12,-11.643728,field,11.0,0.39527,
UGC3371,deBlok2002,1.629408e+20,5.28,2.3650480822909972e-11,2.407384780258197e-11,1.2297629048640106e-21,2.0107281429678584e-22,9.408349902769236e+39,223745783.7745445,228074982.9890786,7.2336785968529334e+19,2.252530269604301,3.093112042217176e-12,-11.625332,field,11.0,0.401811,
UGC3371,deBlok2002,1.783708e+20,5.78,2.4158170698135097e-11,7.490262878183869e-12,2.7114728756486213e-22,2.672366102884199e-22,1.1516628655405342e+40,859179659.7024137,359200561.44147193,8.003227455542297e+19,2.228735856763347,1.0735414737056175e-11,-11.634546,field,11.0,0.122856,
UGC3371,deBlok2002,1.938008e+20,6.28,2.4476172328732894e-11,1.402006205375609e-11,4.308720177315267e-22,1.8306622662245732e-22,1.3774264899993333e+40,3958945046.980664,17370925614.378723,8.752592184726168e+19,2.214210326606954,4.5231686378456836e-11,-11.650065,field,11.0,0.227922,
UGC3371,deBlok2002,2.027502e+20,6.57,2.4396430222369295e-11,3.848275148670623e-12,4.177550572225364e-22,1.2462312875839856e-22,1.5026667046664695e+40,4283269010.5839634,24144402713.725925,9.141844082269916e+19,2.217826055393161,4.685344632918339e-11,-11.633838,field,11.0,0.062548,
UGC3371,deBlok2002,2.305242e+20,7.47,2.3748578913770178e-11,3.572262142921688e-12,1.7479374144795476e-22,2.772675470399519e-23,1.890969272756269e+40,1506068555.2831233,271566849.0557131,1.0255213684745652e+20,2.247873199784207,1.4685881753233076e-11,-11.614416,field,11.0,0.059263,
UGC3371,deBlok2002,2.595326e+20,8.41,2.2044517722578408e-11,3.286514789538357e-12,1.5580526083513527e-22,3.019470461634193e-23,2.224837186108852e+40,2201766326.7437835,423390205.2909053,1.1123759623770222e+20,2.333137435345223,1.979336484437201e-11,-11.537302,field,11.0,0.057215,
UGC3371,deBlok2002,2.882324e+20,9.34,2.0794379905821893e-11,3.0552496304781475e-12,1.3376814693655118e-22,1.657267950633256e-23,2.5884833017810373e+40,6443720376.107025,1382724323.9848108,1.1998450440260554e+20,2.4022468687526692,5.370460467532752e-11,-11.501808,field,11.0,0.055417,
UGC4173,deBlok2002,2.25278e+19,0.73,1.2080049208907918e-12,6.301941336756424e-12,1.6596115851920404e-21,2.1835185997413973e-21,9.185865132626923e+36,15221797.431802293,79425511.6736945,2.2602813964775875e+18,9.966812112468485,6.7344700777185866e-12,-11.516143,field,11.0,0.643235,
UGC4173,deBlok2002,3.76492e+19,1.22,5.297124689991635e-12,5.089044349392287e-12,5.683043828661459e-22,6.692369585736685e-22,1.1250336137200333e+38,82085976.59556597,80271368.58478217,7.910159257755972e+18,4.75960075811175,1.0377284947212668e-11,-11.981441,field,11.0,0.34856,
UGC4173,deBlok2002,5.27706e+19,1.71,6.517590660613282e-12,6.707313824439837e-12,2.227132254870854e-22,2.4113192962320215e-22,2.71947419960447e+38,194094559.43137252,228375350.66656265,1.2298296226225887e+19,4.290887048847277,1.578223160842959e-11,-11.896473,field,11.0,0.374089,
UGC4173,deBlok2002,6.9435e+19,2.25,6.794922781773098e-12,8.670245914414704e-12,1.8428094334732843e-22,9.273583543415899e-23,4.908572422516474e+38,1333976024.833589,6350351144.298771,1.6522664320026935e+19,4.202409408986093,8.073613304705898e-11,-11.71478,field,11.0,0.431647,
UGC4173,deBlok2002,1.144906e+20,3.71,6.4896635262371605e-12,3.5430191085443026e-12,1.7467841539147954e-22,4.564453986998192e-23,1.2746050669549119e+39,839996902.3796275,465034643.6152042,2.6625041810385138e+19,4.300109679277302,3.1549129889140135e-11,-11.544167,field,11.0,0.164636,
UGC4173,deBlok2002,1.499796e+20,4.86,8.003732682482316e-12,3.123867010404028e-12,1.1658533250753665e-22,3.7503097996913024e-23,2.697557774088533e+39,722864304.381806,298688832.0613134,3.87335993080371e+19,3.8720801236997278,1.8662461462284344e-11,-11.819871,field,11.0,0.142542,
UGC4173,deBlok2002,1.92875e+20,6.25,6.857580627743882e-12,2.654172077165044e-12,6.928104937659056e-23,2.5088855303414122e-23,3.822404100797731e+39,698147259.7350988,272086235.21144414,4.610741531894486e+19,4.1831666048899185,1.51417565896009e-11,-11.703725,field,11.0,0.130457,
UGC4173,deBlok2002,2.258952e+20,7.32,6.76388672928888e-12,2.4868894795619324e-12,5.642175497538616e-23,2.019980549267293e-23,5.171590504410933e+39,855012791.1322246,314374641.5491142,5.363083303663307e+19,4.212039739261556,1.594256032808962e-11,-11.634276,field,11.0,0.11888,
UGC4173,deBlok2002,2.650874e+20,8.59,5.917795671070636e-12,2.274518522155934e-12,4.261436385947084e-23,1.4816472083305477e-23,6.230916546847941e+39,1141795751.8671584,446046964.73811513,5.886788671371342e+19,4.50309013620914,1.9395901833880072e-11,-11.522803,field,11.0,0.110762,
UGC4173,deBlok2002,3.021194e+20,9.79,6.126751598986889e-12,2.1324078486018836e-12,3.5320903244127366e-23,1.217178562855702e-23,8.379175708724778e+39,1510746122.7163513,568128698.7756296,6.82657910181649e+19,4.425633915523059,2.2130354020425186e-11,-11.551754,field,11.0,0.103662,
UGC4173,deBlok2002,3.3976859999999997e+20,11.01,5.2702484247700345e-12,1.978969700348175e-12,3.356518440997388e-23,9.968092508252337e-24,9.116147976832378e+39,2028554611.9875221,943431196.051235,7.1204618060312216e+19,4.771721403128753,2.8489087748062664e-11,-11.470701,field,11.0,0.099322,
UGC4173,deBlok2002,3.771092e+20,12.22,5.487490872061344e-12,1.875100975003659e-12,2.9082367702691626e-23,8.277003482256047e-24,1.1692889991459317e+40,3001418235.1173406,1676822410.5972867,8.064239362921934e+19,4.676314566428757,3.721886342954272e-11,-11.50377,field,11.0,0.094445,
UGC4325,deBlok2002,4.629e+18,0.15,9.08278154089773e-12,6.150625471331257e-11,1.8864849406354154e-20,2.3383136864027e-20,2.91613098800994e+36,118419770.50688457,807458877.9953413,1.2735206520370455e+18,3.634805601774683,9.298614067818027e-11,-11.888392,field,11.0,2.574433,
UGC4325,deBlok2002,1.35784e+19,0.44,2.6462715596421037e-11,1.8205122109255514e-11,7.098889266794902e-21,3.4245117295413744e-21,7.310471753807934e+37,427043270.8717986,452206389.4476661,6.376394519692284e+18,2.1294792783077785,6.697252962515988e-11,-11.423692,field,11.0,0.26152,
UGC4325,deBlok2002,2.28364e+19,0.74,4.186792144301085e-11,2.6173251924229993e-11,6.029800761541161e-21,1.8508921023049536e-21,3.271526791576854e+38,1564066272.0748472,1737721609.1400695,1.3488936765297676e+19,1.6929725742914061,1.1595178324941395e-10,-11.254619,field,11.0,0.239647,
UGC4325,deBlok2002,3.17858e+19,1.03,5.0778507299527265e-11,1.6375263026345084e-11,5.265025875341378e-21,1.1111302142857148e-21,7.687055570128831e+38,5411817886.21394,3556183671.3616986,2.0676760077246108e+19,1.5372717911922245,2.6173432713810003e-10,-11.188328,field,11.0,0.1242,
UGC4325,deBlok2002,4.07352e+19,1.32,6.033165999040217e-11,1.8044507400654404e-11,4.750753778832479e-21,4.520326001958502e-22,1.500025971075496e+39,5991677843.5280075,4516870770.99756,2.8883636271191482e+19,1.4103210419052832,2.0744195042727713e-10,-11.182678,field,11.0,0.117143,
UGC4325,deBlok2002,4.99932e+19,1.62,6.959627934170926e-11,1.5085229352228173e-11,4.408919461583009e-21,1.5006369090147836e-21,2.6062837294344134e+39,8056651190.959134,7735804579.288302,3.807266912349469e+19,1.3130994267262743,2.1161246049826763e-10,-11.165509,field,11.0,0.085721,
UGC4325,deBlok2002,5.89426e+19,1.91,7.676340521382969e-11,1.459769948816207e-11,4.063280066364392e-21,1.5485342179138564e-21,3.996010377137306e+39,9645961239.243057,7649987279.093258,4.714284432888903e+19,1.2502979156028586,2.046113546299546e-10,-11.118256,field,11.0,0.075133,
UGC4325,deBlok2002,6.82006e+19,2.21,8.379924735239149e-11,3.464001897909254e-11,3.7733594794571305e-21,4.350290685014853e-22,5.840234782977352e+39,9483158061.772833,18467345965.79291,5.699248995963624e+19,1.1966594203605014,1.6639311720700543e-10,-11.078532,field,11.0,0.163264,
UGC4325,deBlok2002,7.715e+19,2.5,8.972533685213057e-11,1.3804866938567899e-11,3.519419389795332e-21,2.67587537095606e-22,8.002040699695018e+39,7364990864.593306,3961703809.085763,6.671183030378029e+19,1.1564665464684187,1.104000719371053e-10,-11.043499,field,11.0,0.060699,
UGC4325,deBlok2002,8.60994e+19,2.79,9.481923301605199e-11,1.3445452727805712e-11,3.0342344133173875e-21,5.468584218198898e-24,1.0531991155197879e+40,6478657450.87075,5149744000.62695,7.653458312520699e+19,1.1249737894194238,8.465006519042471e-11,-11.011134,field,11.0,0.055843,
UGC4325,deBlok2002,9.53574e+19,3.09,9.720255781044678e-11,1.2863769293416487e-11,2.6451305918199188e-21,7.133025789390665e-22,1.3243424292408628e+40,6656534765.008094,8576523812.950845,8.582278918772836e+19,1.1110964919983628,7.756138932338381e-11,-10.991038,field,11.0,0.052012,
UGC4325,deBlok2002,1.043068e+20,3.38,9.756270424978482e-11,1.5808630794476284e-11,2.3564386886565193e-21,1.0587258508426499e-21,1.5904604402311438e+40,7227876083.545663,10154550950.328255,9.40511074633656e+19,1.1090438253545196,7.685051541111342e-11,-10.984149,field,11.0,0.063609,
UGC4325,deBlok2002,1.135648e+20,3.68,9.905207396020008e-11,2.4172565733630663e-11,2.0694099020685145e-21,1.1036032136987051e-21,1.914101007019079e+40,8041254891.415025,22254609920.09268,1.0317747703530606e+20,1.100674326056059,7.793614577979462e-11,-10.98991,field,11.0,0.096059,
UGC4325,deBlok2002,1.225142e+20,3.97,9.842348304139125e-11,2.8192895193261653e-11,1.8664366654499917e-21,1.7926495237034467e-21,2.213529858455933e+40,9003934611.218746,40744029775.73155,1.1095456380629752e+20,1.1041835125762207,8.114974546642041e-11,-11.003945,field,11.0,0.113022,
UGC4325,deBlok2002,1.3177219999999998e+20,4.27,9.715046655985257e-11,3.505728622788068e-11,1.717869845928684e-21,2.8761115529260805e-21,2.5275879823403534e+40,10289294516.614431,60158121310.78593,1.1856475795298365e+20,1.1113943323044921,8.678206487542114e-11,-11.025744,field,11.0,0.142859,
UGC4325,deBlok2002,1.4072159999999998e+20,4.56,9.784058846324521e-11,6.09915717248124e-11,1.5680556337222808e-21,3.0248541066672196e-21,2.903049108980633e+40,11059359827.624054,76392563760.28615,1.2706609091773443e+20,1.1074677672354496,8.703627968522415e-11,-11.04664,field,11.0,0.247966,
UGC5005,deBlok2002,2.34536e+19,0.76,7.457415577615803e-12,1.0044137932531606e-11,3.564754503451398e-21,2.1908034122331227e-21,6.14640496908017e+37,276748760.88922435,388066193.4833087,5.846730337237005e+18,4.011404434137711,4.7333936221865806e-11,-11.80757,field,11.0,0.483877,
UGC5005,deBlok2002,7.00522e+19,2.27,1.2660669062287238e-11,2.4943369684649496e-11,6.05747508206764e-22,2.438642705390171e-22,9.309235402009613e+38,547987742.4680012,1090773594.9495814,2.2754090671241978e+19,3.0786640086890524,2.408304292997223e-11,-11.606502,field,11.0,0.715732,
UGC5005,deBlok2002,1.169594e+20,3.79,1.764752129511323e-11,9.44119597463996e-12,3.741134214984678e-22,5.343815556488354e-23,3.617160467290398e+39,1230894136.049841,675309281.0019566,4.48524701648788e+19,2.607646793366214,2.7443173843604226e-11,-11.587978,field,11.0,0.202683,
UGC5005,deBlok2002,1.63558e+20,5.3,1.762371479099657e-11,4.335670776959611e-12,2.619792040162716e-22,2.928850356929083e-23,7.064067431563092e+39,2648976863.098526,2808840961.2044973,6.2680131114420986e+19,2.609407432499288,4.226182708939913e-11,-11.518395,field,11.0,0.091163,
